Date,Ticker,Status,Entry_Ref,RR_Ratio,Kelly_Pct,Close_Price,Trend_State,RSI,IV_Rank,Crowding_Index,Win_Prob_10d,Risk_Loss_10d,Target_Prob_10d,Target_Median_10d,Win_Prob_20d,Risk_Loss_20d,Target_Prob_20d,Target_Median_20d,Win_Prob_60d,Risk_Loss_60d,Target_Prob_60d,Target_Median_60d,ATR_14,Hard_Stop_Loss,Target_Aggressive,RR_Score,PE_Percentile,IV_Status,SPY_State,Alpha_vs_SPY,Corr_vs_SPY,Action
2026-05-19,AMZN,未持有,259.34,1:1.00,0.0,259.34,bull_core,51.9,41.7,0.0,21.7,29.5,30.2,262.14,17.1,42.3,39.6,264.48,12.2,59.3,55.2,274.98,6.85,249.07,269.61,4.0,46.0,neutral,bull_core,-0.0,0.706,持仓
2026-05-18,AMZN,未持有,264.86,1:1.00,0.0,264.86,bull_core,59.3,34.4,0.0,22.4,33.1,32.2,267.6,17.1,45.3,41.7,270.32,12.0,59.4,56.5,281.37,6.63,254.91,274.81,4.0,46.0,cheap,bull_core,0.02,0.711,持仓
2026-05-15,AMZN,未持有,263.44,1:1.00,0.0,263.44,bull_core,57.6,35.6,0.0,22.6,31.7,30.6,265.83,17.2,45.0,41.6,268.79,12.1,61.5,54.8,278.09,6.66,253.45,273.42,4.0,46.0,cheap,bull_core,0.01,0.714,持仓
2026-05-13,AMZN,未持有,270.13,1:1.00,0.0,270.13,bull_core,67.3,22.8,0.0,23.6,31.4,32.3,273.02,18.2,43.9,41.9,275.78,13.1,59.5,57.4,287.83,6.87,259.82,280.44,4.0,46.0,cheap,bull_core,0.03,0.726,持仓
2026-05-27,AVGO,未持有,421.86,1:1.00,0.0,421.86,bull_core,56.4,12.8,0.0,23.0,29.4,35.7,432.01,18.9,40.0,47.5,441.57,14.1,53.0,67.8,486.05,15.24,399.0,444.72,4.0,88.0,cheap,bull_core,0.0,0.666,持仓
2026-05-26,AVGO,未持有,422.01,1:1.00,0.0,422.01,bull_core,56.5,12.2,0.0,24.1,28.6,36.6,432.28,20.1,39.5,48.7,443.21,15.6,51.8,67.2,488.31,15.16,399.27,444.75,4.0,88.0,cheap,bull_core,-0.04,0.666,持仓
2026-05-23,AVGO,未持有,414.14,1:1.00,0.0,414.14,bull_core,53.1,12.8,0.0,23.3,28.4,36.5,424.05,18.7,40.4,48.1,433.16,14.7,53.3,67.3,476.88,14.69,392.11,436.17,4.0,88.0,cheap,bull_core,-0.06,0.665,持仓
2026-05-21,AVGO,未持有,414.57,1:1.00,0.0,414.57,bull_core,53.3,24.4,0.0,23.3,27.9,34.9,423.71,18.4,40.3,46.2,432.33,14.5,52.9,65.8,475.7,15.07,391.96,437.18,4.0,88.0,cheap,bull_core,-0.06,0.67,持仓
2026-05-20,AVGO,未持有,417.76,1:1.00,0.0,417.76,bull_core,54.8,22.8,0.0,23.4,27.4,35.8,427.64,18.8,39.2,47.6,437.83,14.8,51.7,66.1,481.38,15.33,394.77,440.75,4.0,87.0,cheap,bull_core,-0.05,0.675,持仓
2026-05-19,AVGO,未持有,411.07,1:1.00,0.0,411.07,bull_core,52.2,33.9,0.0,24.2,26.7,34.0,420.98,19.4,37.7,47.4,431.34,15.1,50.8,66.3,473.37,15.5,387.82,434.32,4.0,85.0,cheap,bull_core,-0.02,0.661,持仓
2026-05-18,AVGO,未持有,420.71,1:1.00,0.0,420.71,bull_core,56.5,43.3,0.0,23.1,27.2,35.1,430.69,18.9,38.1,47.6,441.34,14.4,50.8,67.8,485.19,15.55,397.38,444.04,4.0,85.0,neutral,bull_core,0.01,0.655,持仓
2026-05-15,AVGO,未持有,429.17,1:1.00,0.0,429.17,bull_core,60.5,40.6,0.0,24.0,26.5,37.1,440.64,19.0,37.8,49.7,452.36,14.6,50.4,67.6,496.84,15.7,405.63,452.71,4.0,85.0,neutral,bull_core,0.01,0.644,持仓
2026-05-13,AVGO,未持有,416.79,1:1.00,0.0,416.79,bull_core,58.3,21.7,0.0,25.4,28.2,37.0,426.8,20.5,39.2,48.5,437.0,16.3,51.2,68.0,485.07,14.74,394.68,438.9,4.0,85.0,cheap,bull_core,-0.01,0.635,持仓
2026-05-27,AXP,未持有,312.54,1:1.00,0.0,312.54,中期走强，但,47.7,14.4,0.0,20.5,36.3,30.4,314.2,15.1,50.7,38.3,315.24,9.2,68.2,47.8,319.53,6.41,302.92,322.16,4.0,6.0,cheap,bull_core,-0.07,0.556,持仓
2026-05-26,AXP,未持有,310.72,1:1.00,0.0,310.72,neutral,45.0,14.4,0.0,20.6,36.0,30.7,312.67,15.2,49.6,38.9,313.97,9.6,67.1,49.1,319.3,6.38,301.14,320.3,4.0,6.0,cheap,bull_core,-0.07,0.558,持仓
2026-05-23,AXP,未持有,311.78,1:1.00,0.0,311.78,中期走强，但,46.3,29.4,0.0,20.5,36.3,30.7,313.59,15.7,50.1,39.1,314.91,9.7,66.9,47.7,319.2,6.49,302.04,321.52,4.0,6.0,cheap,bull_core,-0.05,0.496,持仓
2026-05-21,AXP,未持有,309.7,1:1.00,0.0,309.7,neutral,43.4,30.0,0.0,20.5,36.0,30.4,311.2,14.6,50.9,36.5,311.93,8.9,68.5,45.9,315.63,6.63,299.76,319.64,4.0,6.0,cheap,bull_core,-0.08,0.466,持仓
2026-05-20,AXP,未持有,309.82,1:1.00,0.0,309.82,neutral,43.5,30.6,0.0,19.2,36.3,28.0,310.82,14.0,51.5,35.1,311.62,8.5,70.1,42.7,312.45,6.74,299.71,319.93,4.0,7.0,cheap,bull_core,-0.11,0.473,持仓
2026-05-19,AXP,未持有,309.31,1:1.00,0.0,309.31,neutral,42.8,39.4,0.0,19.2,36.5,28.5,310.54,14.1,51.5,35.7,310.66,8.9,69.1,44.8,313.66,6.66,299.32,319.3,4.0,8.0,cheap,bull_core,-0.1,0.472,持仓
2026-05-18,AXP,未持有,312.24,1:1.00,0.0,312.24,中期走强，但,45.7,37.8,0.0,19.3,37.3,27.5,313.04,13.8,52.1,34.7,313.68,8.2,70.1,44.5,316.63,6.76,302.1,322.38,4.0,8.0,cheap,bull_core,-0.1,0.484,持仓
2026-05-15,AXP,未持有,313.12,1:1.00,0.0,313.12,中期走强，但,46.5,45.0,0.0,19.0,36.3,28.3,314.28,13.8,51.3,35.0,314.78,8.5,69.4,43.7,316.98,6.8,302.92,323.32,4.0,8.0,neutral,bull_core,-0.1,0.492,持仓
2026-05-13,AXP,未持有,309.61,1:1.00,0.0,309.61,neutral,42.6,44.4,0.0,19.5,34.2,25.9,310.56,14.3,49.1,34.0,311.15,8.6,66.7,42.3,313.34,7.29,298.68,320.54,4.0,8.0,neutral,bull_core,-0.12,0.494,持仓
2026-05-27,CEG,未持有,288.68,1:1.00,0.0,288.68,bear_core,48.9,76.7,0.0,17.4,33.1,23.8,288.68,12.8,48.7,30.5,289.0,7.3,69.0,37.8,287.65,13.36,268.63,308.73,4.0,19.0,expensive,bull_core,-0.11,0.259,持仓
2026-05-26,CEG,未持有,301.57,1:1.00,0.0,301.57,bear_core,55.2,71.7,0.0,17.7,34.1,23.6,302.37,12.4,50.2,31.4,302.12,7.2,69.2,40.4,304.12,13.25,281.7,321.44,4.0,19.0,expensive,bull_core,-0.09,0.259,持仓
2026-05-23,CEG,未持有,294.07,1:1.00,0.0,294.07,bear_core,51.9,70.6,0.0,17.6,34.4,24.6,294.48,13.0,49.2,32.1,295.34,7.2,68.8,40.2,296.31,13.01,274.56,313.58,4.0,12.0,expensive,bull_core,-0.11,0.244,持仓
2026-05-21,CEG,未持有,285.83,1:1.00,0.0,285.83,bear_core,47.9,69.4,0.0,17.5,32.0,23.2,286.23,12.3,49.1,29.5,284.83,7.2,68.2,38.2,284.63,13.15,266.1,305.56,4.0,19.0,expensive,bull_core,-0.07,0.242,持仓
2026-05-20,CEG,未持有,281.26,1:1.00,0.0,281.26,bear_core,45.5,69.4,0.0,17.0,32.5,21.2,280.39,12.0,47.9,27.7,280.25,6.7,70.1,34.7,276.84,13.64,260.8,301.72,4.0,20.0,expensive,bull_core,-0.06,0.255,持仓
2026-05-19,CEG,未持有,260.67,1:1.00,0.0,260.67,bear_core,33.1,41.7,0.0,17.5,30.0,19.8,260.74,12.1,46.1,26.7,259.73,6.6,69.5,34.0,254.79,13.01,241.16,280.18,4.0,15.0,neutral,bull_core,-0.1,0.242,持仓
2026-05-18,CEG,未持有,262.0,1:1.00,0.0,262.0,bear_core,33.5,42.2,0.0,17.1,28.3,19.5,261.14,12.2,45.5,26.3,260.92,6.4,67.6,34.4,257.91,13.55,241.67,282.33,4.0,15.0,neutral,bull_core,-0.13,0.24,持仓
2026-05-15,CEG,未持有,269.13,1:1.00,0.0,269.13,bear_core,35.8,36.1,0.0,0.0,27.8,19.8,269.08,0.0,44.7,26.8,268.56,0.0,67.1,34.6,264.67,13.88,248.31,289.95,2.0,15.0,cheap,bull_core,-0.13,0.237,持仓
2026-05-13,CEG,已持有,0.0,,0.0,274.89,neutral,37.9,37.2,0.0,0.8,25.4,18.7,274.7,0.5,42.3,27.5,274.34,0.3,65.0,34.3,270.81,15.11,252.23,297.55,2.0,15.0,cheap,bull_core,-0.13,0.235,持仓
2026-05-27,COST,未持有,1003.69,1:1.00,0.0,1003.69,bull_core,44.2,87.8,23.3,17.1,28.8,19.6,1003.96,12.5,44.2,27.0,1004.58,7.3,65.5,36.0,1004.09,22.15,970.47,1036.91,4.0,81.0,expensive,bull_core,-0.04,-0.121,持仓
2026-05-26,COST,未持有,1002.93,1:1.47,0.0,1002.93,bull_core,44.0,88.3,25.0,17.7,26.9,18.8,1002.72,12.2,44.1,25.8,1001.36,6.9,66.0,34.7,999.93,22.79,968.75,1037.11,4.0,81.0,expensive,bull_core,-0.04,-0.12,持仓
2026-05-23,COST,未持有,1028.24,1:1.00,0.0,1028.24,bull_core,50.4,86.1,18.3,18.1,28.5,20.1,1028.98,12.7,44.9,29.4,1028.76,7.5,65.7,38.0,1030.74,22.07,995.14,1061.34,4.0,81.0,expensive,bull_core,-0.03,-0.123,持仓
2026-05-21,COST,未持有,1050.45,1:1.60,0.0,1050.45,bull_core,57.2,98.3,55.0,17.1,30.8,20.8,1050.53,12.3,46.5,28.8,1050.08,7.5,66.0,38.7,1054.28,21.83,1017.71,1083.19,4.0,81.0,expensive,bull_core,-0.01,-0.107,持仓
2026-05-20,COST,未持有,1074.01,1:1.00,0.0,1074.01,bull_core,66.0,87.2,21.7,17.1,30.3,23.7,1076.02,12.5,46.0,32.1,1078.67,7.6,64.4,42.3,1086.45,20.81,1042.79,1105.23,4.0,80.0,expensive,bull_core,0.03,-0.112,持仓
2026-05-19,COST,未持有,1094.32,1:1.00,0.0,1094.32,bull_core,75.2,87.2,32.2,19.7,29.4,26.0,1099.32,14.6,43.8,34.0,1102.37,9.5,63.2,44.9,1113.72,20.7,1063.27,1125.37,4.0,80.0,expensive,bull_core,0.05,-0.076,持仓
2026-05-27,GOOG,未持有,384.83,1:1.73,10.5,384.83,bull_core,60.7,90.0,30.0,27.9,20.4,45.7,396.42,24.5,27.9,63.2,408.64,21.9,33.0,88.3,466.33,9.2,371.03,398.63,4.0,31.0,expensive,bull_core,0.05,0.706,持仓
2026-05-26,GOOG,未持有,384.84,1:1.72,10.2,384.84,bull_core,60.7,96.1,48.3,27.6,19.5,46.1,396.44,24.3,27.0,62.7,408.8,21.8,33.2,87.5,465.14,9.31,370.87,398.81,4.0,31.0,expensive,bull_core,0.05,0.702,持仓
2026-05-23,GOOG,未持有,379.38,1:1.65,9.5,379.38,bull_core,57.3,95.6,46.7,29.0,18.5,43.9,390.18,25.6,25.1,61.3,402.96,22.9,31.9,87.0,456.92,9.54,365.06,393.7,4.0,31.0,expensive,bull_core,0.06,0.691,持仓
2026-05-21,GOOG,未持有,383.47,1:1.71,10.6,383.47,bull_core,61.0,95.0,45.0,29.4,16.6,44.6,395.34,25.9,23.9,63.8,408.51,23.6,30.1,88.4,467.54,9.77,368.81,398.13,4.0,31.0,expensive,bull_core,0.09,0.701,持仓
2026-05-20,GOOG,未持有,384.9,1:1.75,10.7,384.9,bull_core,62.3,94.4,43.3,28.7,17.5,44.3,396.88,25.4,24.3,63.6,410.64,23.1,30.1,88.7,468.68,9.82,370.18,399.62,4.0,33.0,expensive,bull_core,0.1,0.701,持仓
2026-05-19,GOOG,未持有,384.9,1:1.00,0.0,384.9,bull_core,62.3,96.7,50.0,28.4,17.8,44.7,396.86,25.2,24.7,62.7,409.98,23.1,30.4,88.3,469.3,9.75,370.28,399.52,4.0,38.0,expensive,bull_core,0.12,0.703,持仓
2026-05-18,GOOG,未持有,393.11,1:1.00,0.0,393.11,bull_core,69.7,95.0,45.0,28.6,17.7,46.5,405.62,25.8,24.4,65.6,419.44,23.9,30.0,89.6,482.38,9.7,378.56,407.66,4.0,38.0,expensive,bull_core,0.13,0.701,持仓
2026-05-15,GOOG,未持有,395.46,1:1.00,0.0,395.46,bull_core,71.8,95.0,48.5,30.1,18.7,49.4,409.35,26.9,24.8,68.1,424.2,24.5,29.6,89.8,487.58,9.4,381.36,409.56,4.0,38.0,expensive,bull_core,0.12,0.698,持仓
