Date,Open,High,Low,Close,Volume,IV,AnalystTargetPrice,AnalystRating
2025-01-13 05:00:00,190.4737563906964,191.60853537738728,187.7960722863248,191.4094390869141,13169100,,417.736,strong_buy
2025-01-14 05:00:00,191.618497453767,192.3849756964784,188.7715934554687,190.17514038085935,13651200,,417.736,strong_buy
2025-01-15 05:00:00,193.46002620372036,196.89422470667375,192.44469279964983,196.07797241210935,12894900,,417.736,strong_buy
2025-01-16 05:00:00,194.9282585018281,196.07796821268585,193.4102479868264,193.51974487304688,13449600,,417.736,strong_buy
2025-01-17 05:00:00,197.1430961514621,197.89961050554967,194.4156376406273,196.6453857421875,22109100,,417.736,strong_buy
2025-01-21 05:00:00,199.5917954428251,202.9065481359405,198.52670321151783,198.71583557128903,19005200,,417.736,strong_buy
2025-01-22 05:00:00,199.6316367206581,201.1944394176957,198.28781261730893,199.114013671875,15477400,,417.736,strong_buy
2025-01-23 05:00:00,199.0642235983312,201.01525481684905,195.91870578892133,198.6660614013672,15170800,,417.736,strong_buy
2025-01-24 05:00:00,198.9348330647746,201.64237858517,198.86912582066088,200.97543334960935,12732400,,417.736,strong_buy
2025-01-27 05:00:00,193.30075004630143,197.76023057284823,191.8175677208436,192.88267517089844,24970200,,417.736,strong_buy
2025-01-28 05:00:00,193.7586555420029,196.32684306707887,191.7280037627585,196.16758728027344,15939200,,417.736,strong_buy
2025-01-29 05:00:00,196.4661862034589,197.55120635148117,194.2961762852445,196.2770538330078,12287800,,417.736,strong_buy
2025-01-30 05:00:00,198.8452349044127,202.30732015197103,198.55855933040075,201.7021026611328,14571500,,417.736,strong_buy
2025-01-31 05:00:00,202.78214562145905,206.13174209790108,202.6477692808096,204.6585235595703,17060300,,417.736,strong_buy
2025-02-03 05:00:00,201.2890097802712,204.2802540905373,200.73655853695865,201.71206665039065,16719500,,417.736,strong_buy
2025-02-04 05:00:00,203.56355783878664,207.74432224805915,203.32465137380217,206.7588653564453,28285400,,417.736,strong_buy
2025-02-05 05:00:00,192.21574433610652,193.65910132151257,189.04034985486453,192.41482543945312,43666400,,417.736,strong_buy
2025-02-06 05:00:00,190.1154211068202,192.94241248956683,189.6177107145515,192.4247894287109,20816600,,417.736,strong_buy
2025-02-07 05:00:00,191.85741317145607,192.13114781975827,184.252398759534,186.28305053710935,29565700,,417.736,strong_buy
2025-02-10 05:00:00,188.19425831588927,189.12000757926853,186.75090116070805,187.33819580078125,16606000,,417.736,strong_buy
2025-02-11 05:00:00,185.9794391678573,187.93543726112395,185.22789165465755,186.2133636474609,13028100,,417.736,strong_buy
2025-02-12 05:00:00,184.3817904598913,185.97446981484265,182.78912629385607,184.58087158203125,17632300,,417.736,strong_buy
2025-02-13 05:00:00,185.0785858283764,187.1291654768916,184.03340611819064,187.0196685791016,12729300,,417.736,strong_buy
2025-02-14 05:00:00,185.9744568216932,187.28840428715017,185.25775268092943,186.01426696777344,12714200,,417.736,strong_buy
2025-02-18 05:00:00,186.58166234828715,186.9201017480401,182.73933775820967,184.9491729736328,19796000,,417.736,strong_buy
2025-02-19 05:00:00,185.33240666488572,186.5020290634484,184.65054589329597,186.2730865478516,13120500,,417.736,strong_buy
2025-02-20 05:00:00,185.64598104963693,186.26313709133268,183.75468758635992,185.78533935546875,12063800,,417.736,strong_buy
2025-02-21 05:00:00,186.43233297207348,186.6115165931875,180.30055311046917,180.7484893798828,19520800,,417.736,strong_buy
2025-02-24 05:00:00,182.95833932703832,184.24242542853543,180.05171252095613,180.36029052734372,18734000,,417.736,strong_buy
2025-02-25 05:00:00,179.33003564832237,179.93226098828964,175.96054165873886,176.5577850341797,20832500,,417.736,strong_buy
